First Name,Last Name,Company,Email,Phone,Lead Source,Lead Status,Industry,Created Date
Patricia,Vega,Mendoza Inc,jared86@butler-taylor.org,(386)879-0604,Phone Inquiry,New,Manufacturing,2025-02-03
Samantha,Mills,Garza-Hall,kimberly34@reed.net,+1-273-961-5976x405,Referral,Converted,Healthcare,2024-09-30
Erin,Rojas,Cole-Doyle,wpage@yahoo.com,(619)038-4227,Web,Converted,Healthcare,2024-10-07
Michelle,Brady,Gibson and Sons,mccarthygregory@thomas.info,(769)171-6204x298,Web,Lost,Finance,2024-12-09
Daniel,Adams,"Powell, Tran and Johnson",houstonstephanie@clark.com,2698014264,Social Media,Lost,Healthcare,2025-01-26
Maria,Brown,"Johnson, Jones and Marshall",lindamiller@griffin.com,+1-004-933-2672x44693,Social Media,New,Education,2025-06-14
Daniel,Stokes,Hart Group,ruthsmith@gmail.com,001-065-402-5998,Phone Inquiry,Qualified,Manufacturing,2024-11-21
Daniel,Munoz,"Jacobs, Martinez and Haynes",ambermiller@hotmail.com,635-049-6026,Web,Lost,Retail,2025-04-23
Robert,Foster,Holloway-Chavez,michael39@baker-curry.org,(070)886-4067x560,Web,Contacted,Education,2024-09-21
Bradley,Smith,"Nielsen, Cunningham and Kirby",martinkelsey@frank-blackburn.com,+1-044-890-9322x533,Web,New,Healthcare,2024-10-06
Glenn,Bernard,Howard Inc,rebecca55@wilson.com,450-369-8884x39333,Email,New,Education,2025-06-22
Francis,Horn,Ellison-Vargas,cainanthony@francis.com,(441)290-7596,Web,New,Healthcare,2024-11-16
Rebecca,Carr,"Anderson, Brown and Thomas",egonzalez@yahoo.com,954-210-6294x1937,Web,Qualified,Healthcare,2024-11-27
Christy,Robles,"Anderson, Foster and Jones",olsonjesse@anderson-henderson.com,528.646.1209x6173,Referral,Contacted,Manufacturing,2024-07-28
Adam,Watkins,"Harmon, Patel and Adams",bruce21@gomez.com,(051)432-1914x308,Ads,Lost,Retail,2025-06-13
Scott,Lowery,Little-Green,heather42@arellano.net,458.192.0487,Phone Inquiry,Lost,Healthcare,2025-01-25
Blake,Vasquez,Gallegos-Gonzalez,katherinechapman@jordan.com,(578)464-0858,Phone Inquiry,New,Manufacturing,2025-05-19
Kristen,Moss,"Lee, Rodgers and Jackson",epage@gmail.com,(208)467-2925x4355,Ads,Converted,Finance,2024-08-18
Kristi,Myers,"Moore, White and Bell",michaelflynn@sullivan.info,(863)942-0122,Ads,Qualified,Software,2024-10-21
Sandra,Miller,"Berry, Wheeler and French",sjackson@yahoo.com,2660450956,Referral,Converted,Healthcare,2024-10-01
Jacob,Woods,Holland-Smith,williamskathleen@robinson.org,(224)711-9360,Social Media,Contacted,Manufacturing,2025-04-13
Brandon,Hanna,"Thomas, Tucker and Johnson",ricardo60@yahoo.com,(264)385-0095x37234,Referral,New,Software,2024-12-29
Christopher,Mckenzie,"Thomas, Walker and Rodriguez",pwilson@green.com,(316)544-1372,Email,Lost,Manufacturing,2025-01-14
Terry,Jacobson,"Cox, Tapia and Shannon",ntrevino@munoz-white.com,617-551-8870x179,Ads,Converted,Healthcare,2025-03-14
Anne,Thompson,"White, Khan and Mitchell",xparker@miller-crawford.com,565-386-9479x025,Social Media,Lost,Finance,2025-06-22
Kelly,Herrera,"Perez, Wilkinson and Taylor",haley23@hamilton.com,9538557421,Referral,Lost,Retail,2024-12-16
Jessica,Young,"Morrison, Conley and Johnson",qferguson@simmons.biz,001-143-788-4437x0661,Referral,Qualified,Finance,2025-02-13
Karen,Bridges,Johns-Scott,yanderson@gmail.com,(815)418-5899x0027,Ads,New,Software,2025-01-18
Sandra,Jackson,Smith PLC,blake78@yahoo.com,4356605033,Ads,Lost,Education,2025-01-06
Joseph,Coleman,"Sanchez, Johnson and Webb",andrewsullivan@hotmail.com,822-266-7941,Web,Contacted,Finance,2025-03-13
Allen,Hunt,"Holland, Jordan and Robinson",hugheskaren@hotmail.com,(342)898-7605x50492,Web,New,Education,2024-09-09
Maria,Benson,Baker PLC,gardnerrichard@hotmail.com,066.320.1629x073,Web,Lost,Education,2025-05-28
Betty,Thompson,"Combs, Miller and Carney",jwilson@park-church.com,001-371-708-6494x26942,Ads,New,Finance,2024-07-29
Jamie,Dominguez,"Mcdaniel, Ortega and Compton",susanturner@guzman.org,+1-670-692-1958x730,Ads,New,Healthcare,2024-12-07
Jonathan,Lawson,Benjamin LLC,donna30@thomas.com,816.780.6643x158,Phone Inquiry,Contacted,Education,2025-02-28
Michelle,Blake,Garcia Ltd,rachelvaldez@gmail.com,037-017-0926x40703,Referral,New,Finance,2024-07-30
William,Ryan,"Davidson, Cline and Trevino",richardrice@hotmail.com,(824)485-0072x88959,Social Media,Qualified,Finance,2024-09-27
Darlene,Owens,Davis-Barnes,rgiles@ball.com,(766)208-0820,Ads,Converted,Retail,2024-10-19
Colleen,Bryant,"Todd, Thompson and Livingston",juan35@james.com,701.204.2425x36909,Social Media,Converted,Manufacturing,2024-08-21
Sheila,Moore,Ellis and Sons,andreaadams@sullivan-velasquez.com,967.024.3652,Email,Contacted,Retail,2025-06-10
Kathy,Norris,Bell and Sons,walter18@yahoo.com,(403)648-8215x977,Referral,Converted,Finance,2024-10-22
April,Hill,"Ross, Hernandez and Gonzalez",ronniejames@munoz-weber.net,(491)259-4972x20429,Phone Inquiry,Qualified,Retail,2025-02-06
Paul,Martin,Elliott-Anderson,dsanders@hotmail.com,001-623-569-9929,Web,Converted,Education,2025-07-08
Jo,Moody,"Kelley, Lewis and Walton",dhawkins@hotmail.com,792.560.4134x8208,Ads,Contacted,Manufacturing,2025-06-19
Lindsey,Woodard,Davis and Sons,mooredavid@johnson.com,076-291-4304x9134,Ads,Lost,Education,2024-09-01
Alvin,Black,"Simpson, Hernandez and Reid",antoniosalazar@yahoo.com,+1-564-224-0592x0823,Phone Inquiry,New,Retail,2024-11-25
Marie,Johnson,Holder-Patterson,angelica96@sexton.net,5682017530,Ads,Lost,Education,2025-01-08
Christina,Ortiz,"Jordan, Cook and Castillo",collinslaura@yahoo.com,412.531.3795x6100,Email,Lost,Healthcare,2025-01-26
Tracy,Gonzalez,Jones LLC,roberttodd@white.org,001-991-938-7337x0342,Referral,Qualified,Healthcare,2025-05-28
Kelly,Davies,Bradford-Mitchell,trevor07@benjamin.com,107-651-9170x85173,Referral,Converted,Healthcare,2025-03-30
Garrett,Medina,Miller-Bell,benjamin18@hicks-cooper.net,001-115-744-9653x9160,Referral,Contacted,Retail,2025-03-26
Travis,Kennedy,Mitchell PLC,loveluis@wilson-hill.com,001-398-221-8039x66203,Ads,Contacted,Healthcare,2025-02-02
Nathan,Hoover,"Ross, Fry and Fuller",aferguson@myers.org,001-516-469-3335x623,Web,Converted,Healthcare,2024-08-08
Sarah,Jacobs,Evans-Horn,gfreeman@hanna.com,+1-201-991-8431x132,Phone Inquiry,Converted,Education,2025-05-28
Peter,Garcia,Medina-Spencer,frank63@barrett.org,+1-604-722-0539x7077,Referral,Lost,Finance,2024-10-31
Michael,Ramirez,Barber-Benjamin,samanthawoodard@wallace.com,(199)539-4676x6262,Email,Contacted,Retail,2024-10-22
Mark,Blake,Livingston-Cox,kaitlynjones@turner.net,036.860.5063x066,Ads,New,Healthcare,2024-10-18
Ryan,Smith,Anderson PLC,aadams@gardner.org,9120302520,Email,New,Education,2025-03-11
Jose,Moore,Saunders Group,xhorton@gmail.com,926-009-8602,Ads,Contacted,Software,2025-06-18
Tammy,Bailey,Michael-Stanley,tina92@gmail.com,489-445-3811x80818,Email,Lost,Manufacturing,2025-03-06
Paul,Soto,"Lewis, Mercado and Bruce",kbaird@gmail.com,+1-521-797-0566x036,Social Media,Converted,Software,2024-08-26
Lisa,Pittman,Weaver-Johnson,shane26@smith-gonzalez.com,(850)153-0173x167,Web,Contacted,Education,2025-05-28
Clifford,Henderson,Rose-Armstrong,haroldturner@gmail.com,954.794.0645,Ads,Converted,Finance,2024-10-09
Colton,Cain,"Mcmillan, Hardin and Silva",vmartinez@gmail.com,001-898-664-6936x56183,Phone Inquiry,Contacted,Retail,2024-10-01
Nicole,Reeves,Baker-Lambert,apayne@yahoo.com,+1-702-377-1843x01922,Email,New,Finance,2024-07-27
Carrie,Reynolds,Robinson and Sons,kristianderson@hotmail.com,(440)282-5326x7699,Referral,New,Manufacturing,2025-03-28
Jacob,Martin,Sellers-Howell,jenniferdillon@taylor.com,001-140-169-3328,Phone Inquiry,Contacted,Manufacturing,2024-11-03
Kelly,Lewis,Simpson-Jones,marshtimothy@atkins-murphy.com,001-526-075-6999x138,Social Media,Contacted,Healthcare,2024-10-11
David,Smith,Kramer-Rollins,jackchang@hardy.info,733.168.0664x707,Referral,Converted,Retail,2024-07-19
Jared,Ward,Gray Inc,gavin84@gmail.com,+1-410-740-2740x6758,Email,Lost,Healthcare,2024-09-20
Ronnie,Fisher,Carroll-Smith,alexanderwilliams@hotmail.com,(385)646-1497x4597,Social Media,Qualified,Retail,2025-03-25
Brenda,Garcia,Pollard Ltd,megan91@yahoo.com,+1-860-995-5049x326,Email,Qualified,Education,2025-05-15
Monique,Phillips,Anderson and Sons,ggarcia@gmail.com,001-898-115-9485x340,Phone Inquiry,Lost,Software,2024-07-19
Holly,White,Kim-Hale,reneevelasquez@warner.com,+1-256-787-1888x2237,Ads,Lost,Retail,2025-02-07
Dawn,Banks,Rivera PLC,hughesbrandon@hotmail.com,349-564-7998,Referral,Qualified,Retail,2025-06-20
Tanya,Myers,"Nguyen, Patterson and Wallace",rlee@hotmail.com,097.236.1080,Phone Inquiry,New,Education,2025-02-25
Nicole,Butler,Morales-Smith,michael57@hotmail.com,645.786.5557x51247,Referral,Contacted,Software,2025-01-01
Joshua,Smith,Mills-Morgan,kellybrown@gmail.com,(654)512-2444x18997,Email,Converted,Education,2025-07-15
Kenneth,Thomas,Harris Group,huntjesus@yahoo.com,017.036.3094x4238,Social Media,Lost,Retail,2025-03-24
Robert,Thompson,"Cook, Williams and Carr",birdkimberly@francis-lewis.org,9619797972,Referral,Contacted,Retail,2025-06-09
Joseph,Branch,"Adams, Clark and Price",evansrobin@yahoo.com,567.480.9573,Referral,Lost,Education,2025-02-25
John,Smith,Silva-Burton,dianereynolds@love.com,(031)589-2584,Referral,Lost,Education,2025-03-12
Mckenzie,Smith,Richard and Sons,colemanning@stevens.com,+1-514-186-4823x088,Ads,Qualified,Retail,2025-05-07
Jennifer,Combs,Buchanan-Meyer,daniel62@gmail.com,+1-326-058-6942x7674,Phone Inquiry,Lost,Healthcare,2025-07-13
Zachary,Garcia,Lee-Smith,meganlewis@hotmail.com,+1-151-817-8824x26559,Referral,Qualified,Finance,2024-11-16
Robert,Dunn,Mahoney and Sons,stevethomas@wells.org,2237900654,Referral,Converted,Healthcare,2025-06-22
Lauren,Weaver,"West, Lambert and Arnold",tcarpenter@yahoo.com,767-553-9818,Referral,Converted,Manufacturing,2025-02-13
Claudia,Williams,Curry-Ford,brandy57@brown.org,001-626-838-4887x63802,Web,Converted,Software,2024-07-24
Gina,Ross,Young Group,dannywelch@morrison.com,+1-812-988-6182,Web,New,Software,2025-05-30
Lindsey,Banks,Smith-Morales,williamsbrenda@castillo.org,+1-268-933-4864,Phone Inquiry,Contacted,Manufacturing,2025-03-10
Rachel,Morse,Reeves Inc,gmurphy@hotmail.com,(833)557-0773x12315,Referral,New,Manufacturing,2024-11-22
Matthew,Williams,Gonzales-Stein,dawnwarren@hotmail.com,+1-384-440-4588x311,Referral,New,Finance,2024-11-15
Caleb,Barron,Curtis Ltd,sharonlevine@rosales-gonzalez.net,156.891.0977x978,Social Media,Lost,Retail,2024-08-07
Morgan,Thomas,"Beltran, Brock and Burton",qhunt@yahoo.com,940.366.4016x3295,Web,Converted,Manufacturing,2025-01-20
Jeffery,Jimenez,"Clark, Wilson and Aguilar",shawn29@hotmail.com,+1-273-186-8302x91585,Ads,Converted,Healthcare,2025-07-10
Janet,Torres,Ferrell and Sons,kevinbennett@watson.com,+1-396-607-3446,Ads,Lost,Software,2025-06-11
Thomas,Scott,Acosta LLC,debra74@hotmail.com,+1-161-705-0221x816,Web,Converted,Education,2025-02-22
Andrea,Brewer,Vance-Garcia,elizabeth60@hotmail.com,001-483-774-0292,Phone Inquiry,New,Software,2025-02-11
Richard,Beck,Maddox Inc,onixon@costa-curry.org,001-962-183-6677x1966,Social Media,Qualified,Education,2024-12-25
Ryan,Miller,Bright Ltd,joshuashepherd@gmail.com,(223)499-8013,Email,New,Education,2025-04-25
Samuel,Henderson,Vance Group,davismichelle@hotmail.com,524-461-4409,Ads,Lost,Finance,2024-09-19
Jason,Frank,Brown-Torres,ryan42@yahoo.com,1863726319,Web,New,Education,2025-03-02
Kimberly,Kelly,"James, Salazar and Rogers",toddgonzales@cain-evans.com,3850255134,Referral,Contacted,Finance,2025-05-16
Keith,Vega,"Ross, Taylor and Ferguson",turnerkari@jones.com,(157)493-2511x4978,Social Media,Converted,Retail,2025-02-03
Steven,Holloway,Brown Ltd,alexis54@alexander.biz,(183)085-8001x87314,Email,Qualified,Healthcare,2024-10-06
